Log_ID,Tower_Region,Network_Generation,Download_Speed_Mbps,Server_Crash_Flag
LOG-249503 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-754811 ,Bhubaneswar_DLF,3G,173.57966178872377,False
LOG-627035 ,Cuttack_LinkRoad,3G,173.57966178872377,False
LOG-748143 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-552366 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-165725 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-229981 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-184654 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-691723 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-419030 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-428947 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-655839 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-373538 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-431236 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-628178 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-665894 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-589492 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-356840 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-573254 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-449457 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-765987 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-370936 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-339931 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-339629 ,Rourkela_Sector-5,5G,9999.0,False
LOG-305041 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-798361 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-831912 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-517113 ,Bhubaneswar_DLF,4G,173.57966178872377,True
LOG-168148 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-877089 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-748531 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-351995 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-778843 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-672843 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-356508 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-903591 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-996942 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-206530 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-704365 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-922352 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-560337 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-824839 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-905889 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-559773 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-308261 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-864469 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-441097 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-415139 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-271829 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-371836 ,Bhubaneswar_DLF,5G,-50.0,False
LOG-538974 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-302283 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-296769 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-661353 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-323165 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-723587 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-635822 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-587879 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-664685 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-882038 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-453531 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-363160 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-679879 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-320884 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-123247 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-124300 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-567281 ,Bhubaneswar_DLF,5G,173.57966178872377,True
LOG-707086 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-633556 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-448951 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-374329 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-819064 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-842139 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-532315 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-616588 ,Sambalpur_Town,4G,173.57966178872377,True
LOG-336584 ,Rourkela_Sector-5,4G,9999.0,False
LOG-662332 ,Rourkela_Sector-5,4G,173.57966178872377,True
LOG-937646 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-476896 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-148984 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-402918 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-364712 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-220151 ,Cuttack_LinkRoad,3G,173.57966178872377,False
LOG-555808 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-233767 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-748663 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-803550 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-236330 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-580754 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-401648 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-788519 ,Rourkela_Sector-5,5G,173.57966178872377,True
LOG-113986 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-686146 ,Rourkela_Sector-5,3G,9999.0,False
LOG-229312 ,Bhubaneswar_DLF,3G,173.57966178872377,False
LOG-112666 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-400804 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-234633 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-388998 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-950937 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-728776 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-807611 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-384806 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-894824 ,Rourkela_Sector-5,5G,173.57966178872377,True
LOG-130535 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-475713 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-938688 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-451279 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-921654 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-701661 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-747972 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-589570 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-556551 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-373109 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-124538 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-994498 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-301664 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-591234 ,Bhubaneswar_DLF,5G,173.57966178872377,True
LOG-999684 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-239182 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-572525 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-258338 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-284064 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-314020 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-723094 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-997421 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-715270 ,Rourkela_Sector-5,4G,9999.0,False
LOG-745914 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-219176 ,Rourkela_Sector-5,3G,173.57966178872377,False
LOG-318126 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-318969 ,Rourkela_Sector-5,3G,173.57966178872377,False
LOG-222409 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-647707 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-353618 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-869598 ,Rourkela_Sector-5,4G,173.57966178872377,True
LOG-150015 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-872838 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-222096 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-731347 ,Cuttack_LinkRoad,4G,173.57966178872377,True
LOG-285340 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-210687 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-974371 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-511357 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-835716 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-205878 ,Rourkela_Sector-5,3G,173.57966178872377,False
LOG-827270 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-298286 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-873290 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-874684 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-264899 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-424767 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-961882 ,Cuttack_LinkRoad,4G,-50.0,False
LOG-979858 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-479989 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-515515 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-143585 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-471369 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-164044 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-542296 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-209556 ,Rourkela_Sector-5,5G,173.57966178872377,True
LOG-626981 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-981691 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-867595 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-300235 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-125939 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-252906 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-642335 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-388249 ,Rourkela_Sector-5,3G,173.57966178872377,False
LOG-175766 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-508923 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-515192 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-668550 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-487261 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-910208 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-785440 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-752664 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-554589 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-237848 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-717075 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-227948 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-679304 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-502690 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-599046 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-551269 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-121959 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-760890 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-850216 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-890180 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-328576 ,Bhubaneswar_DLF,4G,173.57966178872377,True
LOG-637833 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-265838 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-435674 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-979989 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-161087 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-693128 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-218451 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-547600 ,Rourkela_Sector-5,5G,173.57966178872377,True
LOG-937437 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-539792 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-139353 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-293075 ,Cuttack_LinkRoad,5G,-50.0,False
LOG-314283 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-414877 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-165318 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-865313 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-582690 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-516880 ,Bhubaneswar_DLF,3G,173.57966178872377,False
LOG-691460 ,Rourkela_Sector-5,3G,173.57966178872377,False
LOG-840976 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-881239 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-193264 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-870746 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-913168 ,Rourkela_Sector-5,5G,173.57966178872377,True
LOG-325281 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-737147 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-998613 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-494070 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-452228 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-531839 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-369536 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-417824 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-357426 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-277789 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-613153 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-842452 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-937291 ,Bhubaneswar_DLF,5G,9999.0,False
LOG-225657 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-335167 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-781669 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-580671 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-819094 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-170467 ,Rourkela_Sector-5,4G,-50.0,False
LOG-283734 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-722794 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-209751 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-481050 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-911774 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-792517 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-561079 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-468452 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-206081 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-713333 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-658986 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-210078 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-967055 ,Bhubaneswar_DLF,3G,173.57966178872377,False
LOG-122671 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-518400 ,Bhubaneswar_DLF,4G,9999.0,False
LOG-455528 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-710490 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-151663 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-115708 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-978338 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-411955 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-233883 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-418394 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-212547 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-659042 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-851102 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-862002 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-242483 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-758271 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-314835 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-501896 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-184896 ,Sambalpur_Town,5G,173.57966178872377,True
LOG-577095 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-171295 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-843974 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-987121 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-373255 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-399648 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-757162 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-108155 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-566872 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-925816 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-474705 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-671542 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-908350 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-710269 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-654594 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-247718 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-408987 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-745263 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-458745 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-207512 ,Bhubaneswar_DLF,4G,-50.0,False
LOG-247443 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-570587 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-473616 ,Rourkela_Sector-5,5G,-50.0,False
LOG-757409 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-786976 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-465871 ,Bhubaneswar_DLF,5G,-50.0,False
LOG-475037 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-907364 ,Rourkela_Sector-5,3G,173.57966178872377,False
LOG-217796 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-391999 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-292506 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-798376 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-369544 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-480002 ,Rourkela_Sector-5,3G,173.57966178872377,False
LOG-798002 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-639439 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-690978 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-628787 ,Bhubaneswar_DLF,3G,173.57966178872377,False
LOG-630583 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-488215 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-421184 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-898615 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-522515 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-768234 ,Bhubaneswar_DLF,4G,9999.0,False
LOG-478480 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-132711 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-891971 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-601157 ,Sambalpur_Town,4G,173.57966178872377,True
LOG-284423 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-616349 ,Cuttack_LinkRoad,5G,173.57966178872377,True
LOG-803714 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-757917 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-924792 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-837378 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-233272 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-867836 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-802335 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-907789 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-743409 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-177505 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-102869 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-881474 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-554351 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-412252 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-736584 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-718467 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-190272 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-138467 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-909760 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-977844 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-580047 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-759347 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-158871 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-228391 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-539430 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-710704 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-956703 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-930496 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-356687 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-825451 ,Cuttack_LinkRoad,5G,-50.0,False
LOG-207450 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-271890 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-538741 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-381974 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-500109 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-216381 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-573125 ,Cuttack_LinkRoad,5G,173.57966178872377,False
LOG-671621 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-234508 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-829650 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-962645 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-499111 ,Bhubaneswar_DLF,3G,173.57966178872377,False
LOG-250810 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-392890 ,Cuttack_LinkRoad,3G,173.57966178872377,False
LOG-673665 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-940477 ,Bhubaneswar_DLF,5G,173.57966178872377,False
LOG-460032 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-469599 ,Cuttack_LinkRoad,4G,173.57966178872377,False
LOG-760960 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-850020 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-979611 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-271836 ,Rourkela_Sector-5,4G,173.57966178872377,False
LOG-829903 ,Bhubaneswar_DLF,4G,173.57966178872377,False
LOG-145714 ,Sambalpur_Town,5G,173.57966178872377,False
LOG-727234 ,Rourkela_Sector-5,5G,173.57966178872377,False
LOG-996048 ,Sambalpur_Town,4G,173.57966178872377,False
LOG-730271 ,Rourkela_Sector-5,3G,173.57966178872377,False
