Session_ID,Device_Used,Search_Query_Raw,Time_On_Page_Sec,Purchase_Made
SESS-125670,Mobile,  shoes leather  ,29.781313459209645,0
SESS-947672,Mobile,,29.781313459209645,0
SESS-828911,Tablet, leather shoes ,29.781313459209645,1
SESS-705974,Desktop,  shoes leather  ,29.781313459209645,0
SESS-283552,Mobile, leather shoes ,29.781313459209645,0
SESS-214744,Mobile,IPHONE 14,29.781313459209645,0
SESS-875666,Mobile,summer dress,29.781313459209645,0
SESS-446874,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-412907,Desktop,summer dress,29.781313459209645,1
SESS-809022,Mobile,N/A,40056.57333111015,0
SESS-942657,Tablet,summer dress,29.781313459209645,0
SESS-100881,Mobile,  shoes leather  ,29.781313459209645,0
SESS-631837,Mobile,summer dress,40056.57333111015,0
SESS-200878,Desktop,summer dress,29.781313459209645,0
SESS-903162,Desktop,IPHONE 14,29.781313459209645,0
SESS-461366,Desktop, leather shoes ,29.781313459209645,0
SESS-152142,Tablet,N/A,29.781313459209645,0
SESS-761349,Desktop, leather shoes ,29.781313459209645,0
SESS-795413,Mobile, leather shoes ,29.781313459209645,1
SESS-699814,Mobile,IPHONE 14,29.781313459209645,0
SESS-464404,Desktop,,29.781313459209645,0
SESS-480990,Mobile, leather shoes ,40056.57333111015,0
SESS-353982,Desktop,summer dress,29.781313459209645,0
SESS-936841,Mobile,summer dress,29.781313459209645,0
SESS-960964,Mobile,summer dress,29.781313459209645,0
SESS-196313,Mobile,summer dress,29.781313459209645,0
SESS-125567,Desktop, leather shoes ,29.781313459209645,1
SESS-361374,Desktop,summer dress,29.781313459209645,0
SESS-461865,Mobile,summer dress,29.781313459209645,0
SESS-446043,Desktop, leather shoes ,29.781313459209645,1
SESS-700128,Mobile, leather shoes ,40056.57333111015,0
SESS-876784,Desktop,  shoes leather  ,29.781313459209645,0
SESS-776858,Desktop,summer dress,29.781313459209645,1
SESS-696791,Desktop,IPHONE 14,29.781313459209645,0
SESS-683153,Desktop,N/A,29.781313459209645,0
SESS-277392,BOT_UNKNOWN,summer dress,29.781313459209645,0
SESS-409402,Mobile,  shoes leather  ,29.781313459209645,0
SESS-880420,Mobile,summer dress,29.781313459209645,0
SESS-141643,Desktop,  shoes leather  ,29.781313459209645,1
SESS-688993,Tablet,IPHONE 14,29.781313459209645,0
SESS-145733,Mobile,N/A,29.781313459209645,0
SESS-295597,Mobile, leather shoes ,29.781313459209645,1
SESS-747798,Mobile,N/A,29.781313459209645,0
SESS-168259,Mobile, leather shoes ,29.781313459209645,0
SESS-487214,Mobile,IPHONE 14,29.781313459209645,1
SESS-413602,Mobile,IPHONE 14,29.781313459209645,0
SESS-973064,Desktop,,29.781313459209645,0
SESS-619574,Desktop, leather shoes ,29.781313459209645,0
SESS-432262,Mobile, leather shoes ,29.781313459209645,0
SESS-676192,Mobile,,29.781313459209645,0
SESS-982171,Desktop, leather shoes ,29.781313459209645,0
SESS-390126,Mobile, leather shoes ,29.781313459209645,0
SESS-547028,Mobile,IPHONE 14,29.781313459209645,1
SESS-698878,Mobile, leather shoes ,29.781313459209645,1
SESS-173901,Mobile,summer dress,29.781313459209645,1
SESS-948452,Mobile,  shoes leather  ,29.781313459209645,0
SESS-144221,Mobile,IPHONE 14,29.781313459209645,0
SESS-817111,Mobile, leather shoes ,29.781313459209645,0
SESS-833008,BOT_UNKNOWN,N/A,29.781313459209645,0
SESS-936573,Mobile, leather shoes ,29.781313459209645,0
SESS-500462,Tablet,  shoes leather  ,29.781313459209645,0
SESS-782820,Mobile,,29.781313459209645,0
SESS-394731,Tablet, leather shoes ,29.781313459209645,0
SESS-673587,Mobile,summer dress,29.781313459209645,0
SESS-294801,Mobile,,29.781313459209645,0
SESS-930926,Mobile,  shoes leather  ,29.781313459209645,0
SESS-252303,Mobile,summer dress,29.781313459209645,0
SESS-338467,Desktop, leather shoes ,29.781313459209645,0
SESS-182619,Mobile,  shoes leather  ,29.781313459209645,1
SESS-925988,Desktop, leather shoes ,29.781313459209645,1
SESS-800073,Mobile,  shoes leather  ,29.781313459209645,0
SESS-695483,Tablet,IPHONE 14,29.781313459209645,0
SESS-927132,Desktop,summer dress,29.781313459209645,0
SESS-223768,Mobile, leather shoes ,40056.57333111015,0
SESS-873348,Mobile,IPHONE 14,29.781313459209645,0
SESS-170901,BOT_UNKNOWN,IPHONE 14,40056.57333111015,0
SESS-860374,Mobile,IPHONE 14,29.781313459209645,0
SESS-740501,BOT_UNKNOWN, leather shoes ,29.781313459209645,1
SESS-982545,Mobile,IPHONE 14,29.781313459209645,0
SESS-689773,Mobile,,29.781313459209645,0
SESS-875189,Mobile, leather shoes ,29.781313459209645,1
SESS-457724,Mobile, leather shoes ,29.781313459209645,0
SESS-773784,Mobile,  shoes leather  ,29.781313459209645,1
SESS-396371,Mobile,IPHONE 14,29.781313459209645,1
SESS-395573,Mobile,IPHONE 14,29.781313459209645,0
SESS-953929,Desktop,N/A,29.781313459209645,0
SESS-544750,Mobile,IPHONE 14,29.781313459209645,1
SESS-716653,Mobile,summer dress,29.781313459209645,0
SESS-124815,Mobile,,29.781313459209645,0
SESS-917443,Desktop,N/A,29.781313459209645,0
SESS-896154,Desktop, leather shoes ,29.781313459209645,0
SESS-312230,BOT_UNKNOWN,  shoes leather  ,29.781313459209645,0
SESS-469467,Mobile,IPHONE 14,29.781313459209645,0
SESS-243294,Desktop,  shoes leather  ,29.781313459209645,0
SESS-988716,Desktop, leather shoes ,29.781313459209645,0
SESS-616986,Desktop,  shoes leather  ,29.781313459209645,0
SESS-769550,Desktop,IPHONE 14,29.781313459209645,0
SESS-402976,Mobile,N/A,29.781313459209645,1
SESS-166285,Desktop, leather shoes ,29.781313459209645,0
SESS-101728,Mobile,N/A,29.781313459209645,1
SESS-476520,Mobile,IPHONE 14,29.781313459209645,0
SESS-681103,Desktop,,29.781313459209645,0
SESS-466816,Desktop, leather shoes ,29.781313459209645,0
SESS-818634,Mobile, leather shoes ,29.781313459209645,0
SESS-327756,Mobile, leather shoes ,29.781313459209645,0
SESS-167332,Desktop, leather shoes ,29.781313459209645,0
SESS-177096,Mobile, leather shoes ,29.781313459209645,0
SESS-672778,BOT_UNKNOWN,IPHONE 14,29.781313459209645,0
SESS-431690,Mobile, leather shoes ,29.781313459209645,0
SESS-677888,Desktop,  shoes leather  ,29.781313459209645,0
SESS-979943,Mobile,summer dress,29.781313459209645,0
SESS-132828,Mobile, leather shoes ,29.781313459209645,0
SESS-616469,Mobile,summer dress,29.781313459209645,0
SESS-301636,Desktop,N/A,29.781313459209645,1
SESS-477419,Mobile,IPHONE 14,29.781313459209645,0
SESS-544541,Mobile,IPHONE 14,40056.57333111015,0
SESS-766551,Mobile,N/A,29.781313459209645,0
SESS-822330,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-275799,BOT_UNKNOWN,IPHONE 14,29.781313459209645,0
SESS-813389,Mobile, leather shoes ,29.781313459209645,0
SESS-876928,Mobile,,29.781313459209645,1
SESS-572104,Mobile, leather shoes ,29.781313459209645,0
SESS-429659,Mobile, leather shoes ,29.781313459209645,0
SESS-270775,Desktop,  shoes leather  ,40056.57333111015,0
SESS-971855,Mobile,summer dress,29.781313459209645,0
SESS-846935,Mobile,N/A,29.781313459209645,1
SESS-963939,Tablet,IPHONE 14,29.781313459209645,0
SESS-912857,Mobile, leather shoes ,29.781313459209645,0
SESS-901500,Desktop,summer dress,29.781313459209645,0
SESS-720411,Desktop, leather shoes ,29.781313459209645,0
SESS-678878,Mobile,IPHONE 14,29.781313459209645,0
SESS-148197,Desktop,IPHONE 14,29.781313459209645,0
SESS-882571,Mobile,summer dress,29.781313459209645,0
SESS-975228,Desktop,summer dress,29.781313459209645,0
SESS-212818,Desktop, leather shoes ,29.781313459209645,0
SESS-718403,Desktop,summer dress,29.781313459209645,0
SESS-658967,Mobile,summer dress,29.781313459209645,0
SESS-343008,Mobile,IPHONE 14,29.781313459209645,0
SESS-879950,Mobile,summer dress,29.781313459209645,0
SESS-109578,Mobile, leather shoes ,40056.57333111015,0
SESS-893612,Desktop,N/A,29.781313459209645,0
SESS-456709,Mobile, leather shoes ,40056.57333111015,0
SESS-592876,Mobile,IPHONE 14,29.781313459209645,0
SESS-899840,Mobile,  shoes leather  ,29.781313459209645,0
SESS-139287,Mobile, leather shoes ,29.781313459209645,0
SESS-887509,Desktop,  shoes leather  ,29.781313459209645,0
SESS-870581,Desktop, leather shoes ,29.781313459209645,0
SESS-491915,Mobile,summer dress,29.781313459209645,0
SESS-690414,Mobile, leather shoes ,29.781313459209645,0
SESS-696371,Mobile,N/A,29.781313459209645,0
SESS-671693,Mobile,IPHONE 14,29.781313459209645,0
SESS-632304,Tablet,  shoes leather  ,29.781313459209645,1
SESS-842945,Mobile,IPHONE 14,29.781313459209645,0
SESS-531699,Desktop,summer dress,29.781313459209645,0
SESS-647126,Desktop,summer dress,29.781313459209645,0
SESS-729743,Mobile, leather shoes ,29.781313459209645,0
SESS-714322,Mobile, leather shoes ,29.781313459209645,0
SESS-902553,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-859211,Desktop,  shoes leather  ,29.781313459209645,0
SESS-504000,Mobile, leather shoes ,29.781313459209645,1
SESS-678994,Tablet,IPHONE 14,29.781313459209645,0
SESS-878299,Mobile,IPHONE 14,29.781313459209645,0
SESS-635149,Mobile,IPHONE 14,29.781313459209645,0
SESS-798537,Tablet,summer dress,29.781313459209645,0
SESS-475418,Mobile,summer dress,29.781313459209645,0
SESS-564319,Mobile,summer dress,29.781313459209645,0
SESS-712303,Desktop,  shoes leather  ,29.781313459209645,0
SESS-683409,Mobile,N/A,29.781313459209645,0
SESS-627826,Mobile, leather shoes ,29.781313459209645,1
SESS-753983,Desktop, leather shoes ,40056.57333111015,0
SESS-230673,Desktop,N/A,29.781313459209645,0
SESS-830562,Mobile,IPHONE 14,29.781313459209645,0
SESS-988069,Mobile, leather shoes ,29.781313459209645,0
SESS-172129,Desktop,IPHONE 14,29.781313459209645,0
SESS-934721,Mobile, leather shoes ,29.781313459209645,1
SESS-641913,Mobile, leather shoes ,29.781313459209645,0
SESS-124330,Desktop,  shoes leather  ,29.781313459209645,0
SESS-541928,Tablet,summer dress,29.781313459209645,0
SESS-509486,Mobile,N/A,29.781313459209645,0
SESS-785265,Desktop,IPHONE 14,40056.57333111015,0
SESS-419161,Mobile,summer dress,29.781313459209645,1
SESS-442223,Desktop,N/A,29.781313459209645,0
SESS-783996,Mobile,,40056.57333111015,0
SESS-453569,Mobile,IPHONE 14,29.781313459209645,0
SESS-813943,Desktop,  shoes leather  ,29.781313459209645,1
SESS-870089,Mobile, leather shoes ,29.781313459209645,0
SESS-475783,Mobile,N/A,29.781313459209645,0
SESS-297334,Desktop,IPHONE 14,29.781313459209645,1
SESS-286490,BOT_UNKNOWN,N/A,29.781313459209645,0
SESS-851465,Mobile,N/A,29.781313459209645,1
SESS-489304,Mobile,  shoes leather  ,29.781313459209645,1
SESS-636916,Mobile, leather shoes ,29.781313459209645,0
SESS-698364,Desktop,summer dress,29.781313459209645,0
SESS-119987,Mobile, leather shoes ,29.781313459209645,0
SESS-381299,Mobile,IPHONE 14,29.781313459209645,0
SESS-841367,Mobile, leather shoes ,29.781313459209645,1
SESS-174495,Mobile,IPHONE 14,29.781313459209645,0
SESS-342670,Mobile,summer dress,29.781313459209645,0
SESS-357285,Tablet,IPHONE 14,29.781313459209645,0
SESS-375840,Mobile,N/A,29.781313459209645,0
SESS-320327,Desktop,N/A,29.781313459209645,0
SESS-340679,Mobile,IPHONE 14,29.781313459209645,0
SESS-374360,Tablet, leather shoes ,29.781313459209645,0
SESS-208919,Tablet, leather shoes ,29.781313459209645,1
SESS-121488,Mobile,summer dress,29.781313459209645,1
SESS-379707,Desktop,N/A,29.781313459209645,0
SESS-811729,Mobile, leather shoes ,29.781313459209645,0
SESS-751416,Desktop,summer dress,29.781313459209645,0
SESS-896226,Mobile,IPHONE 14,29.781313459209645,0
SESS-178346,Desktop,  shoes leather  ,29.781313459209645,0
SESS-311593,Mobile,IPHONE 14,29.781313459209645,0
SESS-210214,Mobile,summer dress,29.781313459209645,1
SESS-550153,Desktop,,29.781313459209645,1
SESS-973829,Desktop, leather shoes ,40056.57333111015,0
SESS-291341,Mobile, leather shoes ,29.781313459209645,0
SESS-724308,Mobile, leather shoes ,29.781313459209645,1
SESS-639282,Mobile, leather shoes ,29.781313459209645,1
SESS-735500,Mobile, leather shoes ,29.781313459209645,1
SESS-504731,Mobile,summer dress,29.781313459209645,0
SESS-735827,Mobile,,29.781313459209645,0
SESS-922154,Desktop,IPHONE 14,29.781313459209645,1
SESS-723781,Mobile,,29.781313459209645,0
SESS-741266,Mobile,IPHONE 14,29.781313459209645,0
SESS-187311,Mobile,IPHONE 14,29.781313459209645,0
SESS-409517,Desktop, leather shoes ,29.781313459209645,0
SESS-553205,Desktop,  shoes leather  ,29.781313459209645,0
SESS-307495,Desktop,summer dress,29.781313459209645,0
SESS-630662,Desktop,summer dress,29.781313459209645,1
SESS-922848,Desktop,IPHONE 14,29.781313459209645,0
SESS-302923,Desktop,summer dress,29.781313459209645,0
SESS-580560,Tablet,N/A,29.781313459209645,0
SESS-328583,Tablet,IPHONE 14,29.781313459209645,0
SESS-452590,Tablet, leather shoes ,29.781313459209645,0
SESS-835160,Mobile,IPHONE 14,29.781313459209645,0
SESS-257895,Mobile,IPHONE 14,29.781313459209645,0
SESS-869659,Desktop,IPHONE 14,29.781313459209645,0
SESS-576506,Desktop,IPHONE 14,40056.57333111015,1
SESS-129667,Tablet,N/A,29.781313459209645,0
SESS-985913,Tablet, leather shoes ,29.781313459209645,1
SESS-382442,Mobile, leather shoes ,29.781313459209645,0
SESS-719318,Desktop, leather shoes ,29.781313459209645,1
SESS-236847,Mobile,N/A,29.781313459209645,0
SESS-387616,Mobile, leather shoes ,29.781313459209645,0
SESS-915581,Mobile, leather shoes ,29.781313459209645,0
SESS-837147,Mobile,IPHONE 14,40056.57333111015,0
SESS-386125,Tablet,summer dress,29.781313459209645,0
SESS-569120,Mobile,IPHONE 14,29.781313459209645,0
SESS-558809,Mobile, leather shoes ,29.781313459209645,0
SESS-363018,Mobile,IPHONE 14,29.781313459209645,1
SESS-920721,Desktop,,29.781313459209645,0
SESS-231283,Desktop,summer dress,29.781313459209645,0
SESS-732740,Desktop,IPHONE 14,29.781313459209645,0
SESS-619517,Mobile,summer dress,29.781313459209645,0
SESS-236225,Tablet,,40056.57333111015,0
SESS-816932,Mobile,  shoes leather  ,29.781313459209645,0
SESS-426042,Mobile,,29.781313459209645,0
SESS-434212,Mobile,  shoes leather  ,29.781313459209645,0
SESS-410313,Mobile,  shoes leather  ,29.781313459209645,0
SESS-559701,Desktop,  shoes leather  ,29.781313459209645,0
SESS-843309,Mobile, leather shoes ,29.781313459209645,1
SESS-770074,Mobile,  shoes leather  ,29.781313459209645,0
SESS-233784,BOT_UNKNOWN,summer dress,29.781313459209645,0
SESS-237522,Mobile, leather shoes ,29.781313459209645,0
SESS-664974,BOT_UNKNOWN,,29.781313459209645,0
SESS-856402,Mobile,summer dress,29.781313459209645,1
SESS-990605,Mobile,  shoes leather  ,29.781313459209645,0
SESS-600849,Mobile, leather shoes ,29.781313459209645,0
SESS-872711,Mobile, leather shoes ,29.781313459209645,0
SESS-342810,Mobile,IPHONE 14,29.781313459209645,0
SESS-677861,Mobile, leather shoes ,29.781313459209645,0
SESS-359070,Tablet, leather shoes ,29.781313459209645,0
SESS-146197,Desktop,summer dress,29.781313459209645,0
SESS-230107,Mobile,  shoes leather  ,29.781313459209645,0
SESS-161513,Mobile, leather shoes ,29.781313459209645,0
SESS-537332,Desktop,IPHONE 14,29.781313459209645,1
SESS-483175,BOT_UNKNOWN,summer dress,29.781313459209645,0
SESS-956125,Desktop,IPHONE 14,29.781313459209645,1
SESS-614440,Mobile,  shoes leather  ,29.781313459209645,0
SESS-574833,Mobile, leather shoes ,29.781313459209645,0
SESS-851951,Mobile,  shoes leather  ,29.781313459209645,0
SESS-826827,Mobile,summer dress,29.781313459209645,0
SESS-655524,Tablet,IPHONE 14,29.781313459209645,1
SESS-717010,Mobile,summer dress,29.781313459209645,0
SESS-522226,Mobile,IPHONE 14,29.781313459209645,0
SESS-448671,Mobile,,29.781313459209645,0
SESS-799338,Mobile,IPHONE 14,40056.57333111015,1
SESS-896997,Mobile,IPHONE 14,29.781313459209645,0
SESS-776823,Desktop,summer dress,29.781313459209645,0
SESS-848121,Mobile,N/A,29.781313459209645,0
SESS-267605,Desktop,,29.781313459209645,0
SESS-826125,Mobile,N/A,29.781313459209645,0
SESS-498553,Mobile,summer dress,29.781313459209645,0
SESS-201776,Desktop,  shoes leather  ,29.781313459209645,0
SESS-335969,Desktop, leather shoes ,29.781313459209645,0
SESS-523991,Mobile,IPHONE 14,29.781313459209645,0
SESS-745480,Mobile,summer dress,29.781313459209645,0
SESS-332227,Desktop,IPHONE 14,29.781313459209645,0
SESS-231891,Desktop,summer dress,29.781313459209645,0
SESS-253347,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-353194,Tablet,summer dress,29.781313459209645,0
SESS-582848,Mobile,IPHONE 14,29.781313459209645,1
SESS-839090,Mobile,summer dress,29.781313459209645,0
SESS-146601,Mobile,summer dress,29.781313459209645,0
SESS-785807,Tablet, leather shoes ,29.781313459209645,0
SESS-909079,Mobile,IPHONE 14,29.781313459209645,0
SESS-586474,Mobile,,29.781313459209645,0
SESS-983497,Desktop,IPHONE 14,29.781313459209645,0
SESS-633702,Mobile, leather shoes ,29.781313459209645,1
SESS-962638,Tablet,IPHONE 14,29.781313459209645,0
SESS-852949,Desktop,,29.781313459209645,0
SESS-212021,Mobile,,29.781313459209645,0
SESS-923829,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-759649,Mobile,summer dress,29.781313459209645,0
SESS-724796,Mobile, leather shoes ,29.781313459209645,1
SESS-717734,Tablet,summer dress,29.781313459209645,1
SESS-170967,Mobile,summer dress,29.781313459209645,0
SESS-663119,Desktop, leather shoes ,29.781313459209645,0
SESS-767707,Desktop,N/A,29.781313459209645,1
SESS-172350,Mobile, leather shoes ,29.781313459209645,0
SESS-835295,Desktop, leather shoes ,29.781313459209645,0
SESS-754010,Mobile,  shoes leather  ,29.781313459209645,0
SESS-600121,Tablet,  shoes leather  ,29.781313459209645,0
SESS-291324,Tablet,summer dress,29.781313459209645,1
SESS-519712,Mobile, leather shoes ,29.781313459209645,0
SESS-653243,Tablet,N/A,40056.57333111015,0
SESS-421248,Desktop, leather shoes ,29.781313459209645,0
SESS-514115,Mobile,  shoes leather  ,29.781313459209645,0
SESS-164289,Mobile,  shoes leather  ,29.781313459209645,1
SESS-430993,Desktop,IPHONE 14,29.781313459209645,0
SESS-556603,Tablet,,29.781313459209645,0
SESS-561058,Desktop,summer dress,29.781313459209645,0
SESS-559299,Desktop,IPHONE 14,29.781313459209645,0
SESS-944759,Mobile,summer dress,29.781313459209645,0
SESS-159973,Mobile,N/A,29.781313459209645,0
SESS-494212,Tablet, leather shoes ,29.781313459209645,0
SESS-527193,Desktop,  shoes leather  ,29.781313459209645,0
SESS-904596,Tablet,summer dress,29.781313459209645,0
SESS-247138,Mobile,IPHONE 14,29.781313459209645,0
SESS-834849,Mobile,IPHONE 14,40056.57333111015,1
SESS-788519,Tablet,,29.781313459209645,0
SESS-180292,Mobile, leather shoes ,29.781313459209645,0
SESS-331075,Desktop,,29.781313459209645,0
SESS-984255,BOT_UNKNOWN,summer dress,29.781313459209645,0
SESS-977624,Mobile, leather shoes ,29.781313459209645,0
SESS-818545,Mobile, leather shoes ,29.781313459209645,0
SESS-335318,Mobile,IPHONE 14,40056.57333111015,0
SESS-838469,Mobile,IPHONE 14,29.781313459209645,0
SESS-335875,Mobile,  shoes leather  ,29.781313459209645,0
SESS-336564,Mobile, leather shoes ,29.781313459209645,0
SESS-185291,Mobile, leather shoes ,29.781313459209645,0
SESS-231562,Mobile,,29.781313459209645,0
